url,description,price,level,category,rating,seller
https://accountsplace.co.ke/ads/edusson_expert_technical_on_distress_sale_done_101_orders_rated_55_cs_931753170176, Edusson Expert TECHNICAL ON Distress Sale. Done 101 Orders. Rated 5/5 CS 93%," 67,500",EXPERT LEVEL,Academic,5/5*  Cs 93%,Samm
https://accountsplace.co.ke/ads/studypool_standard_300_orders_97_sucess_rate_6_badges_writing_health_and_medicalhumanitiesbusinessscience_and_law_with_6l_inside1753172092," Studypool standard 300+ orders 97% sucess rate 6 badges writing, health and medical,humanities,business,science and law with $6l inside"," 32,000",Standard,N/A,97,Caren Cherono
https://accountsplace.co.ke/ads/studypool_top_tutor_rated_98_done_590_orders_with_two_badges_business_and_programming_available_and_cheap_has_lots_of_invites1753172178," Studypool Top Tutor Rated 98% Done 590+ Orders With Two Badges Business And Programming Available And Cheap, Has Lots Of Invites"," 52,000",Top Tutor,Academic,98%,Samm
https://accountsplace.co.ke/ads/edusson_expert_completed_280_orders_49_composite_score_88_with_over_5_orders_in_progress_at_180k1753173235, Edusson expert completed 280+ orders 4.9 composite score 88% with over 5 orders in progress @180k💥🔥," 180,000",Expert,Academic,4.9 88%,Alvin
https://accountsplace.co.ke/ads/top_premium_academia_biology_with_other_subjects1753155983, TOP PREMIUM ACADEMIA BIOLOGY WITH OTHER SUBJECTS," 190,000",Active,Academic,Active,Brian
https://accountsplace.co.ke/ads/a_very_chean_edusson_intermediate_done_88_orders_degree_account_rated_485_cs_251753161696," A very chean Edusson intermediate done 88 orders degree account rated 4.8/5, cs 25%"," 29,000",Intermediate L,Academic,25%,Samuel Muema
https://accountsplace.co.ke/ads/edusson_advanced_old_account_done_400orders_rated_65_475_with_all_docs_payoneer1753162139," EDUSSON ADVANCED OLD ACCOUNT DONE 400+ORDERS RATED 65%, 4.7/5 WITH ALL DOCS & PAYONEER."," 80,000",ADV,Academic,65%,Samuel Muema
https://accountsplace.co.ke/ads/just_in_essaypro_done_above_7k_orders_100_5_earnings_always_above_1000_bids_above_3001753159615, JUST IN⭐ ESSAYPRO DONE ABOVE 7K ORDERS 100% 5* EARNINGS ALWAYS ABOVE $1000  BIDS ABOVE 300," 1,050,000",Active,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/a_very_clean_active_edusson_expert_smashed_over_280_orders_rated_49_composite_88100_with_many_orders_in_progress_over_25k_balance1753161561," A very clean & active Edusson Expert smashed over 280 orders rated 4.9, composite 88/100 with many orders in progress & over 25k balance."," 156,000",Expert level,Academic,88%,Samuel Muema
https://accountsplace.co.ke/ads/heavily_used_edusson_advanced_done_500_orders_rated_485_cs_40_active_account_with_returning_clients1753161859," Heavily used Edusson Advanced done 500+ orders rated 4.8/5, CS 40%, active account with returning clients"," 50,000",Advance,Academic,4.8,Samuel Muema
https://accountsplace.co.ke/ads/newly_approved_edusson_beginner_purely_non_tech_done_adaptation_with_access_to_orders_degree_account1753162323, Newly approved Edusson beginner purely non-tech done Adaptation with access to orders. Degree account.," 80,000",Beginner,Academic,NY,Samuel Muema
https://accountsplace.co.ke/ads/5_usa_prolific_linked_with_paypal_at_18k_each1753167596, 5 USA prolific linked with paypal @18k each," 18,000",New,Transcription,New,daniel daniel
https://accountsplace.co.ke/ads/3_usa_prolific_available_at_17k_each1753166512, 3 usa prolific available @17k each," 17,000",new,Transcription,new,transcription accounts dealer
https://accountsplace.co.ke/ads/tsm_bronze_level_on_quick_sale_done_200_orders_active_payooner_and_profile_owner_available1753168013, TSM Bronze Level on Quick Sale. Done 200+ Orders. Active. Payooner and Profile Owner available," 97,500",TSM Bronze,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/several_chat_from_home_and_text_factory_available_at_18k_only1753166678, several chat from home and text factory available @18k only," 18,000","8,5",Transcription,"8,5",transcription accounts dealer
https://accountsplace.co.ke/ads/academia_research_premium_on_quick_sale_1200_orders_9_subjects_super_clean_and_active1753168094," Academia Research Premium ON Quick Sale. 1200+ Orders, 9 Subjects. Super clean and active"," 147,500",Premium 7 Takes,Academic,9.1/10,Samm
https://accountsplace.co.ke/ads/kenyan_cloud_workers_available_at_40_k_no_warning_connected_with_paypal1753164143, Kenyan cloud workers available @40 k no warning connected with paypal," 40,000",Used,Transcription,Used,transcription accounts dealer
https://accountsplace.co.ke/ads/edusson_advance_done_250_orders_rated_4950_cs_48_1_order_in_progress_cert_purely_non_technical1753168245," Edusson Advance Done 250+ Orders, Rated 4.9/5.0 CS 48%. 1 Order in progress. Cert Purely Non Technical"," 63,500",Advance,Academic,4.9/5.0 CS 48%.,Samm
https://accountsplace.co.ke/ads/brand_new_edusson_beginner_cert_purely_non_technical_done_adaptation_test_with_access_to_orders1753168299," Brand New Edusson Beginner Cert, Purely Non Technical. Done Adaptation Test with access to Orders"," 83,500",Beginner Level,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/distress_sale_writerslabs_freshman_94_2400_orders_at_43k_inclusive_of_70_bal1753168268, Distress sale WRITERSLABS FRESHMAN 94% 2400 ORDERS @43K INCLUSIVE OF $70 BAL," 43,000",Freshman,Academic,94%,Morris Kamau
https://accountsplace.co.ke/ads/academia_research_premium_on_quick_sale_1200_orders_9_subjects_super_clean_and_active1753089186," Academia Research Premium ON Quick Sale. 1200+ Orders, 9 Subjects. Super clean and active"," 165,000",Premium Level,Academic,9.47/10,Samm
https://accountsplace.co.ke/ads/tsm_bronze_level_on_quick_sale_done_200_orders_active_payooner_and_profile_owner_available1753090573, TSM Bronze Level on Quick Sale. Done 200+ Orders. Active. Payooner and Profile Owner available," 115,000",Bronze Level,Academic,5/5,Samm
https://accountsplace.co.ke/ads/on_offerwritedom_probation_plus_customization_ongoing1753168417, ON offer....Writedom Probation Plus Customization Ongoing," 47,500",Probation Plus,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/academia_research_premium_3_premium_subjects_done_500_7_prime_subjects1753168366," Academia Research Premium (3 PREMIUM Subjects). Done 500+, 7 Prime Subjects"," 247,000",Premium Level,Academic,9/10,Samm
https://accountsplace.co.ke/ads/distress_sale_tsm_bronze_180_orders_at_93k_inclusive_of_98_bal1753168366, DISTRESS SALE TSM BRONZE 180 ORDERS @93K INCLUSIVE OF $98 BAL.," 93,000",Tsm bronze,Academic,,Morris Kamau
https://accountsplace.co.ke/ads/academia_research_premium_completed_800_orders_rated_89_with_3_non_technical_premium_subjects_at_265k1753173464, Academia Research premium completed 800+ orders rated 8.9 with 3 non technical premium subjects @265k," 265,000",Premium,Academic,8.9,Alvin
https://accountsplace.co.ke/ads/writershub_junior_writer_done_less_than_20_orders_active_5_takes_kpi_351753168529, Writershub JUNIOR Writer. Done less than 20 orders. Active. 5 Takes. KPI 35," 21,500",Hun Junior,Academic,KPI 35,Samm
https://accountsplace.co.ke/ads/edduson_intermediate_completed_88_orders_cs_25_certificate1753098121, Edduson Intermediate completed 88 Orders CS 25 Certificate," 35,000",Intermediate,Academic,4.81,Dennis Mutuku
https://accountsplace.co.ke/ads/edusson_non_technical1753094581, Edusson non technical," 35,000",Intermediate,Academic,45,Catherine
https://accountsplace.co.ke/ads/inflexion_transcription_account_ready_to_work1753099038, Inflexion transcription account ready to work," 65,000",1,Academic,100,machiri trusted
https://accountsplace.co.ke/ads/essaypro_on_quick_sale_done_5000_orders_rated_55_100_bid_limit_120_super_clean1753086697, Essaypro ON Quick Sale. Done 5000+ Orders. Rated 5/5* 100%. Bid Limit 120. Super clean," 455,000",Active,Academic,5/5* 100%.,Samm
https://accountsplace.co.ke/ads/academia_research_advance_level_3_clean_subjects_done_470_orders_rated_91101753086830, Academia Research ADVANCE Level. 3 Clean Subjects. Done 470+ Orders. Rated 9.1/10," 85,000",Advance,Academic,9/10,Samm
https://accountsplace.co.ke/ads/61753086913, 𝐓𝐒𝐌 𝐔𝐧𝐫𝐚𝐧𝐤𝐞𝐝 𝐎𝐍 𝐐𝐮𝐢𝐜𝐤 𝐒𝐚𝐥𝐞. 𝐀𝐜𝐭𝐢𝐯𝐞 𝐃𝐨𝐧𝐞 6𝟎+ 𝐎𝐫𝐝𝐞𝐫𝐬. 𝐏𝐚𝐲𝐨𝐨𝐧𝐞𝐫 𝐚𝐧𝐝 𝐒𝐢𝐦𝐜𝐚𝐫𝐝 𝐀𝐯𝐚𝐢𝐥𝐚𝐛𝐥𝐞.," 85,000",Unranked,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/nanunua_all_levels_academia_research_accounts_ready_cash1753086594, Nanunua All LEVELS Academia Research Accounts. Ready Cash," 55,500",Advance/Senior advance,N/A,9/10,Samm
https://accountsplace.co.ke/ads/academia_reserach_senior_advance_done_500_orders_rated_9410_7_subjects1753086496, Academia reserach Senior Advance. Done 500+ Orders. Rated 9.4/10. 7+ Subjects," 127,500",Senior Advance,Academic,9/10,Samm
https://accountsplace.co.ke/ads/studypool_top_tutor_1300_orders_97_9_badges_business_humanities_writing_health_medical_law_economics_science_comp_science_powerpoint_has_30_ndani1753081167," Studypool Top Tutor, 1300+ orders, 97%, 9 badges (Business, Humanities, Writing, Health medical, Law, Economics, Science, Comp science, & PowerPoint). Has $30 ndani"," 99,000",Top Tutor,Academic,97%,Patrick Mwanzia
https://accountsplace.co.ke/ads/studypool_top_tutor_98_orders_99_5_badges_humanities_writing_health_medical_economics_science1753080995," Studypool Top Tutor, 98 orders, 99%, 5 badges (Humanities, Writing, Health Medical, Economics, & Science)"," 45,000",Top Tutor,Academic,99%,Patrick Mwanzia
https://accountsplace.co.ke/ads/stripe_on_sale1753084052, STRIPE on sale," 3,500",N/A,Article,N/A,Dennis
https://accountsplace.co.ke/ads/stripe_in_sale_with_linked_bank_account1753084195, STRIPE in sale with linked bank account," 3,500",N/A,Academic,N/A,Dennis
https://accountsplace.co.ke/ads/writershub_junior_writer_done_less_than_20_orders_active_5_takes_kpi_351753087385, Writershub JUNIOR Writer. Done less than 20 orders. Active. 5 Takes. KPI 35," 22,500",Junior Level,Academic,KPI 35,Samm
https://accountsplace.co.ke/ads/4writers_university_level_3_takes_super_active_rated_97_3_orders_in_progress1753087149, 4writers University level 3 Takes. Super active. Rated 97%. 3 Orders in progress," 125,000",University Level 3 Takes,Academic,97%,Samm
https://accountsplace.co.ke/ads/edusson_expert_on_quick_sale_done_250_orders_3_orders_in_progress_old_account1753086980, Edusson Expert On Quick Sale. Done 250+ Orders. 3 Orders in Progress. Old Account.," 165,000",Expert Level,Academic,4.9/5.0,Samm
https://accountsplace.co.ke/ads/writedom_probation_plus_done_10_orders_rated_05_at_15k_inclusive_of_72_usd_writedom_probation_plus_done_2_orders_unrated_at_25k1753087961, WRITEDOM PROBATION PLUS DONE 10 ORDERS RATED 0.5 @15K INCLUSIVE OF 72 USD  WRITEDOM PROBATION PLUS DONE 2 ORDERS UNRATED  @25K," 25,000",Used,Academic,Used,Oscar
https://accountsplace.co.ke/ads/distress_sale_edusson_advanced_certificate_200_orders_cs_48_2_in_progress_55k_only1753087483, Distress sale Edusson advanced certificate 200 orders cs 48% 2 in progress 55k only🔥💯🔥," 50,000",Used,Academic,Used,Oscar
https://accountsplace.co.ke/ads/brand_new_edusson_beginner_cert_purely_non_technical_done_adaptation_test_with_access_to_orders1753088445," Brand New Edusson Beginner Cert, Purely Non Technical. Done Adaptation Test with access to Orders"," 83,500",Beginner Level,Academic,5/5,Samm
https://accountsplace.co.ke/ads/on_offerwritedom_probation_plus_customization_ongoing1753088250, ON offer....Writedom Probation Plus Customization Ongoing," 45,500",Probation Plus,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/edusson_new_non_technical_subjects_done_with_adaptation_test_available_now1753089015, EDUSSON NEW NON TECHNICAL SUBJECTS DONE WITH ADAPTATION TEST AVAILABLE NOW," 93,000",NEW,Academic,N/A,Nelkev Mwambai
https://accountsplace.co.ke/ads/edusson_advanced_pure_non_technical_482_after_106_orders_40_cs1753088905, Edusson Advanced Pure Non Technical 4.82 after 106 Orders 40% CS," 92,000",ADVANCED,Academic,4.8,Nelkev Mwambai
https://accountsplace.co.ke/ads/academia_research_premium_3_premium_subjects_done_500_7_prime_subjects1753088795," Academia Research Premium (3 PREMIUM Subjects). Done 500+, 7 Prime Subjects"," 265,000",Premium Level,Academic,8.7/10,Samm
https://accountsplace.co.ke/ads/edusson_advance_done_250_orders_rated_4950_cs_48_1_order_in_progress_cert_purely_non_technical1753088567," Edusson Advance Done 250+ Orders, Rated 4.9/5.0 CS 48%. 1 Order in progress. Cert Purely Non Technical"," 63,500",Advance Level,Academic,4.9/5.0 CS 48%.,Samm
https://accountsplace.co.ke/ads/uvocorp_expert_b_80_with_3_takes_technical_programming_subjects1753119995," UVOCORP EXPERT B 80% WITH 3 TAKES, TECHNICAL PROGRAMMING SUBJECTS"," 80,000",UNIVERSITY,Academic,80%,Evans kombo
https://accountsplace.co.ke/ads/essaypro_9000_orders_100_5_200_bids1753119879, ESSAYPRO 9000+ ORDERS 100% 5 200 BIDS," 950,000",Active,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/essaypro_15000_orders_100_5_300_bids1753119797," ESSAYPRO 15,000 ORDERS 100% 5* 300 BIDS"," 1,200,000",Active,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/atlantic_writers_100_orders_with_few_in_progress1753119735, ATLANTIC WRITERS 100 ORDERS WITH FEW IN PROGRESS," 250,000",Gen,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/texting_factory1753108161, Texting factory," 10,000",Untrained with its grey account,N/A,,Kelvin robert
https://accountsplace.co.ke/ads/top_premium_academia_biology_with_other_subjects1753119687, TOP PREMIUM ACADEMIA BIOLOGY WITH OTHER SUBJECTS," 190,000",Top premium,Academic,9,Evans kombo
https://accountsplace.co.ke/ads/studypool_top_tutor_120_orders_99_3_badges_active1753119638, ⭐ STUDYPOOL TOP TUTOR 120 ORDERS 99% 3 BADGES ACTIVE," 85,000",Top Tutor,Academic,99%,Evans kombo
https://accountsplace.co.ke/ads/uvocorp_middle_b_50_2_takes_with_2_orders_in_progress1753119934," UVOCORP MIDDLE B 50% 2 TAKES, WITH 2 ORDERS IN PROGRESS"," 80,000",College b,Academic,50%,Evans kombo
https://accountsplace.co.ke/ads/payoneer_new_fully_verified_available_can_transfer_payoneer_to_payoneer1753009224, PAYONEER NEW FULLY VERIFIED AVAILABLE. Can transfer PAYONEER to PAYONEER," 3,000",NEW,Academic,N/A,Nelkev Mwambai
https://accountsplace.co.ke/ads/writerbay_kenyan_rated_47_done_200_orders_clean1753010088, WRITERBAY KENYAN RATED 4.7 DONE 200 ORDERS CLEAN," 75,000",BEGINNER,Academic,4.7,Nelkev Mwambai
https://accountsplace.co.ke/ads/new_edusson_with_16_pure_non_technical_subjects_cert1753016550," New Edusson with 16 Pure Non Technical Subjects, Cert"," 88,500",NEW,Academic,N/A,Nelkev Mwambai
https://accountsplace.co.ke/ads/essaypro_active_5k_orders_100_5_star_140_bid_limit_3_orders_in_progress1753009292, Essaypro active 5k orders 100% 5 star  140 bid limit 3 orders in progress," 530,000",ACTIVE,Academic,5,Nelkev Mwambai
https://accountsplace.co.ke/ads/fiverr1753028349, Fiverr," 3,000",New,Academic,,hesbonndubi0@gmail.com
https://accountsplace.co.ke/ads/edusson1753045947, Edusson," 35,000",Intermediate,N/A,45,Catherine
https://accountsplace.co.ke/ads/academia_research_premium_7_takes_1500_orders_rated_9_active_9_progress1753066616, Academia Research Premium 7 takes 1500+ orders Rated 9. Active 9 progress🔥💯🔥.," 320,000",Active,Academic,Active,Brian
https://accountsplace.co.ke/ads/writerbay_beginner_kenyan_rated_472_after_260_orders_with_1_in_progress_at_55k1753066756, Writerbay beginner kenyan rated 4.72 after 260 orders with 1 in progress @ 55k🔥💯🔥," 55,000",Active,Academic,Active,Brian
https://accountsplace.co.ke/ads/essaypro_5000_orders_5_star_120_limit_520k1753066882, Essaypro 5000 orders 5 star 120 limit 520k 🔥💯🔥," 520,000",Used,Academic,Used,Brian
https://accountsplace.co.ke/ads/edusson_intermediate_purely_non_technical_cert_rated_5_composite_score_86_completed_30_orders_1_order_in_progress_very_affordable1753067689, Edusson Intermediate Purely Non Technical Cert  Rated 5* Composite Score 86% Completed 30+ Orders  1 Order in Progress  Very Affordable," 86,000",INTERMEDIATE,Academic,5,Nelkev Mwambai
https://accountsplace.co.ke/ads/transcription_staff_and_rev_unverified_for_sale1753070912, Transcription staff and Rev unverified for sale," 10,000",Proofreader and rookie,Transcription,98/100,Sheel
https://accountsplace.co.ke/ads/active_essaypro_12000_orders_100_49_250bids1753073886," ACTIVE ESSAYPRO 12,000 ORDERS 100% 4.9 250BIDS"," 975,000",ACTIVE,Academic,5,Nelkev Mwambai
https://accountsplace.co.ke/ads/unverified_rev_for_sale1753071182, Unverified REV for sale," 25,000",Rookie,Transcription,99/100,Sheel
https://accountsplace.co.ke/ads/inflexion_accounts_untrained_available_at_12k1753077835, INFLEXION ACCOUNTS UNTRAINED AVAILABLE AT 12K," 12,000",new,Academic,new,Oscar
https://accountsplace.co.ke/ads/tudybay_sage_1200_orders_49_sokoni_120k_only_sage_2900_orders_48_on_sale_sage_800_orders_5_star_on_sale_savant_5_star_100_orders_35k1753078660, studybay sage 1200 orders 4.9 sokoni 120k only Sage 2900 orders 4.8 on sale Sage 800 orders 5 star on sale Savant 5 star 100 orders 35k💯🔥💯, 1,used,N/A,used,Oscar
https://accountsplace.co.ke/ads/uvocorp_college_b_very_active_with_2_orders_in_progress_very_affordable1753078501, Uvocorp college B. Very active with 2 orders in progress.  Very affordable," 85,000",USED,Academic,USED,Oscar
https://accountsplace.co.ke/ads/studypool_standard_100_orders_96_2_badges_business_and_humanities1753080431," Studypool standard, 100 orders, 96%, 2 badges (Business and humanities)"," 13,000",Standard,Academic,96%,Patrick Mwanzia
https://accountsplace.co.ke/ads/studypool_top_tutor_2300_orders_97_9_badges_business_humanities_writing_economies_science_comp_science_math_programming_powerpoint1753080604," Studypool Top Tutor, 2300+ orders, 97%, 9 badges (Business, humanities, Writing, Economies, Science, Comp Science, Math, Programming, & PowerPoint)"," 85,000",Top Tutor,Academic,97%,Patrick Mwanzia
https://accountsplace.co.ke/ads/studypool_standard_150_orders_96_5_badges_business_humanities_writing_health_medical_powerpoint1753080719," Studypool standard, 150+ orders, 96%, 5 badges (Business, Humanities, Writing, Health medical & PowerPoint)"," 20,000",Standard,Academic,96%,Patrick Mwanzia
https://accountsplace.co.ke/ads/uvocorp_universityexpert_80_clean_with_intact_credentials1753009172, UVOCORP UNIVERSITY/EXPERT 80% CLEAN WITH INTACT CREDENTIALS," 200,000",UNIVERSITY,Academic,80%,Nelkev Mwambai
https://accountsplace.co.ke/ads/studypool_top_tutor_160_orders_98_3_badges_writing_humanities_excel_active1753080879," Studypool Top Tutor, 160+ orders, 98%, 3 badges (Writing, Humanities, & Excel). Active"," 40,000",Top Tutor,Academic,98%,Patrick Mwanzia
https://accountsplace.co.ke/ads/nanunua_all_levels_academia_research_accounts_ready_cash1752914611, Nanunua All LEVELS Academia Research Accounts. Ready Cash," 55,000",Advance Level,Academic,9/10,Samm
https://accountsplace.co.ke/ads/academia_reserach_senior_advance_biology_done_500_orders_rated_94101752914751, Academia reserach Senior Advance (Biology). Done 500+ Orders. Rated 9.4/10.," 55,000",Senior Advance,Academic,9.4/10,Samm
https://accountsplace.co.ke/ads/essaypro_done_9400_orders_rated_55100_with_18024_hrs_bid_limit_lenient_managerold_account1752914185," ESSAYPRO DONE 9400+ ORDERS RATED 5/5,100% WITH 180/24 HRS BID LIMIT, LENIENT MANAGER,,,OLD ACCOUNT"," 1,100,000",ACTIVE,Academic,5,Nelkev Mwambai
https://accountsplace.co.ke/ads/academia_research_advance_level_3_clean_subjects_done_470_orders_rated_91101752914481, Academia Research ADVANCE Level. 3 Clean Subjects. Done 470+ Orders. Rated 9.1/10," 87,500",Advance Level,Academic,9.1/10,Samm
https://accountsplace.co.ke/ads/price_dropped_5_usa_prolific_at_15k_each_comes_with_proxy_linked_with_paypal1752925363, Price dropped 5 USA prolific @15k each comes with proxy linked with paypal," 15,000",New,Transcription,Fully verified,transcription accounts dealer
https://accountsplace.co.ke/ads/new_edusson1752925041, New Edusson," 83,000",New,Academic,100,Joseph Asuga
https://accountsplace.co.ke/ads/scribie_ai_qc_available_at_25k1752925414, Scribie. Ai QC available@25k," 25,000",New,Transcription,New,transcription accounts dealer
https://accountsplace.co.ke/ads/chat_from_home_available_rated_85_text_factory_native_at_18k_only1752925592," Chat from home available rated 8.5 , text factory native @18k only"," 18,000",8.5,Transcription,8.5,transcription accounts dealer
https://accountsplace.co.ke/ads/microworkers_usa_profile_with_thousands_of_tasks_availablesuper_consistent_workflow_and_good_paygrab_yours_today1752928896, Microworkers USA profile with thousands of tasks available...super consistent workflow and good pay...grab yours today," 17,000",New,Article,5/5,Jasmine
https://accountsplace.co.ke/ads/inflexion_transcription_acount_available_ready_to_work_at_60k1752926749, Inflexion transcription acount available ready to work @60k," 60,000",New,Transcription,Past trial,transcription accounts dealer
https://accountsplace.co.ke/ads/microworkers_usa_profile_with_plenty_of_tasks_availablegreat_workflow_and_good_pay1752928985, MICROWORKERS USA PROFILE WITH PLENTY OF TASKS AVAILABLE...GREAT WORKFLOW AND GOOD PAY," 17,000",New,Other,5/5,Jasmine
https://accountsplace.co.ke/ads/used_prolific_za_march_available_at_20k_only1752986152, Used prolific za march available@20k only," 20,000",Used,Transcription,Used,transcription accounts dealer
https://accountsplace.co.ke/ads/uvocorp_university_3_takes1752947953, Uvocorp University 3 takes," 160,000",university,Other,80,kelvin Michieka
https://accountsplace.co.ke/ads/3_text_factory_native_rated_85_trained_at_18k_only1752952530, 3 text factory native rated 8.5* trained @18k only," 18,000",8.5,Transcription,8.5,transcription accounts dealer
https://accountsplace.co.ke/ads/new_prolific_at_15k_only_removing_hold_at_3k_waiting_list_at_1k_only1752986268," New prolific@15k only, removing hold@3k waiting list@1k only"," 15,000",New,Transcription,New verified,transcription accounts dealer
